show_id,type,title,director,country,release_year,rating
s6919,Movie,The Take,James Watkins,"United Kingdom, France, United States, Belgium, Luxembourg, China, Germany",2016,R
s6920,Movie,The Taking of Pelham 123,Tony Scott,"United States, United Kingdom",2009,R
s6921,Movie,The Talented Mr. Ripley,Anthony Minghella,United States,1999,R
s6922,Movie,The Tenth Man,Daniel Burman,Argentina,2016,TV-MA
s6923,TV Show,The Terminal,,,2018,TV-14
s6924,Movie,The Texas Chainsaw Massacre,Tobe Hooper,United States,1974,R
s6925,Movie,The Theory of Everything,James Marsh,"United Kingdom, Japan, United States",2014,PG-13
s6926,Movie,The Thief and the Imbecile,"Mohammed El-Tahawy, Mohamed Mostafa",Egypt,2013,TV-14
s6927,Movie,The Third Party,Jason Paul Laxamana,Philippines,2016,TV-MA
s6928,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,Mexico,2020,TV-MA
s6929,Movie,The Tiger Hunter,Lena Khan,United States,2016,TV-14
s6930,Movie,The Tigers of Scotland,Leanne Gater,United Kingdom,2017,TV-G
s6931,Movie,The Time Machine,Simon Wells,"United States, United Arab Emirates",2002,PG-13
s6932,Movie,The Time Traveler's Wife,Robert Schwentke,United States,2009,PG-13
s6933,Movie,The Titan,Lennart Ruff,"United Kingdom, Spain, United States, Germany",2018,TV-MA
s6934,Movie,The Tourist,Florian Henckel von Donnersmarck,"United States, France, Italy, United Kingdom",2010,PG-13
s6935,TV Show,The Toys That Made Us,,United States,2019,TV-14
s6936,Movie,The Trader (Sovdagari),Tamta Gabrichidze,Georgia,2018,TV-PG
s6937,TV Show,The Traffickers,,United States,2016,TV-MA
s6938,Movie,The Trap,Erik White,United States,2017,TV-MA
s6939,Movie,The Tree of Blood,Julio Medem,Spain,2018,TV-MA
s6940,TV Show,The Trial,Stefano Lodovichi,Italy,2019,TV-MA
s6941,Movie,The Trial of the Chicago 7,Aaron Sorkin,"United States, United Kingdom, India",2020,R
s6942,TV Show,The Trials of Gabriel Fernandez,,United States,2020,TV-MA
s6943,Movie,The Tribe,Fernando Colomo,Spain,2018,TV-MA
s6944,Movie,The Tribes of Palos Verdes,"Brendan Malloy, Emmett Malloy",United States,2017,R
s6945,Movie,The Trigger Effect,David Koepp,United States,1996,R
s6946,Movie,The Trip to Spain,Michael Winterbottom,United Kingdom,2016,TV-MA
s6947,Movie,The Trust,"Ben Brewer, Alex Brewer",United States,2015,R
s6948,TV Show,The Truth,,,2008,TV-14
s6949,Movie,The Truth About Alcohol,David Briggs,United Kingdom,2016,TV-14
s6950,TV Show,The Truth Seekers,,Singapore,2016,TV-MA
s6951,TV Show,The Tudors,,"Ireland, Canada, United States, United Kingdom",2010,TV-MA
s6952,Movie,The Tuxedo,Kevin Donovan,United States,2002,PG-13
s6953,TV Show,The Twelve,Wouter Bouvijn,Belgium,2019,TV-MA
s6954,TV Show,The Twilight Zone (Original Series),,United States,1963,TV-14
s6955,Movie,The Twins Effect II,"Corey Yuen, Patrick Leung","Hong Kong, China",2004,TV-14
s6956,Movie,The Two Popes,Fernando Meirelles,"United Kingdom, Italy",2019,PG-13
s6957,Movie,The Ugly Truth,Robert Luketic,United States,2009,R
s6958,TV Show,The Ultimatum,,Singapore,2009,TV-14
s6959,TV Show,The Umbrella Academy,,"United States, Canada",2020,TV-14
s6960,Movie,The Unborn Child,Poj Arnon,Thailand,2011,TV-MA
s6961,TV Show,The Uncanny Counter,,South Korea,2020,TV-14
s6962,TV Show,The Underclass,Pass Patthanakumjon,Thailand,2020,TV-MA
s6963,TV Show,The Underwear,,,2017,TV-MA
s6964,TV Show,The Unicorn,,United States,2019,TV-14
s6965,TV Show,The Universe,,United States,2009,TV-14
s6966,TV Show,The Universe: Ancient Mysteries Solved,,,2015,TV-PG
s6967,Movie,The Unknown Girl,"Jean-Pierre Dardenne, Luc Dardenne","Belgium, France",2016,TV-MA
s6968,Movie,The Unknown Known,Errol Morris,United States,2013,PG-13
s6969,TV Show,THE UNLISTED,,Australia,2019,TV-PG
s6970,Movie,The Unmarried Wife,Maryo J. De los Reyes,Philippines,2016,TV-MA
s6971,TV Show,The Unremarkable Juanquini,,,2020,TV-MA
s6972,TV Show,The Untamed,,China,2019,TV-14
s6973,Movie,The Untold Tales of Armistead Maupin,Jennifer M. Kroot,United States,2017,TV-MA
s6974,TV Show,The Valhalla Murders,,Iceland,2020,TV-MA
s6975,TV Show,The Vampire Diaries,,United States,2017,TV-14
s6976,Movie,The Vanished,Peter Facinelli,United States,2020,R
s6977,Movie,The Vatican Tapes,Mark Neveldine,United States,2015,PG-13
s6978,Movie,The Vault,Dan Bush,United States,2017,TV-MA
s6979,Movie,The Vendor,Odunlade Adekola,,2018,TV-MA
s6980,TV Show,The Victims' Game,"David Chuang, Chen Kuan-chung",Taiwan,2020,TV-MA
s6981,TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,"Ken Burns, Lynn Novick",United States,2017,TV-MA
s6982,Movie,The Violin Player,Bauddhayan Mukherji,India,2016,TV-14
s6983,Movie,The Visit,Oyefunke Fayoyin,,2015,TV-MA
s6984,TV Show,The Walking Dead,,United States,2018,TV-MA
s6985,Movie,The Walls of the Moon,"Ossama Abu El Atta, Tarek Al Eryan",Egypt,2015,TV-14
s6986,Movie,The Wandering Earth,Frant Gwo,China,2019,TV-MA
s6987,TV Show,The War: A Film by Ken Burns and Lynn Novick,,United States,2007,TV-14
s6988,Movie,The Warning,Daniel Calparsoro,Spain,2018,TV-MA
s6989,Movie,The Water Diviner,Russell Crowe,"Australia, United States",2014,R
s6990,Movie,The Water Horse: Legend of the Deep,Jay Russell,"New Zealand, United Kingdom, Australia",2007,PG
s6991,Movie,The Waterboy,Frank Coraci,United States,1998,PG-13
s6992,Movie,The Wedding Curse,Chito S. Roño,Philippines,2006,TV-PG
s6993,Movie,The Wedding Party,Kemi Adetiba,Nigeria,2016,TV-14
s6994,Movie,The Wedding Party 2: Destination Dubai,Niyi Akinmolayan,Nigeria,2017,TV-14
s6995,Movie,The Wedding Shaman,Farishad I. Latjuba,,2019,TV-PG
s6996,Movie,The Week Of,Robert Smigel,United States,2018,TV-14
s6997,TV Show,The West Wing,,United States,2005,TV-14
s6998,Movie,The White Helmets,Orlando von Einsiedel,United Kingdom,2016,TV-PG
s6999,TV Show,The Who Was? Show,,United States,2018,TV-PG
s7000,TV Show,The Wiggles,,Australia,2015,TV-Y
s7001,Movie,The Willoughbys,Kris Pearn,"Canada, United States, United Kingdom",2020,PG
s7002,TV Show,The Windsors,,United Kingdom,2020,TV-MA
s7003,Movie,The Wishing Tree,Manika Sharma,India,2017,TV-14
s7004,Movie,The Witch,Robert Eggers,"United Kingdom, Canada, United States",2015,R
s7005,Movie,The Witch Files,Kyle Rankin,United States,2018,TV-14
s7006,Movie,The Witch: Part 1 - The Subversion,Park Hoon-jung,South Korea,2018,TV-MA
s7007,TV Show,The Witcher,,"United States, Poland",2019,TV-MA
s7008,TV Show,The Witcher: A Look Inside the Episodes,,,2020,TV-MA
s7009,Movie,The Witness Who Didn't See Anything,"Muhammad Fadl, Hany Motawie",Egypt,1976,TV-PG
s7010,Movie,The Wolf's Call,Antonin Baudry,France,2019,TV-14
s7011,TV Show,The Womanizer,,China,2010,TV-MA
s7012,Movie,The Women Who Kill Lions,Neil Rawles,United Kingdom,2016,TV-MA
s7013,Movie,The Women's Balcony,Emil Ben-Shimon,Israel,2016,TV-PG
s7014,TV Show,The Woods,,"Poland, United States",2020,TV-MA
s7015,Movie,The Workshop,Laurent Cantet,France,2017,TV-MA
s7016,Movie,The World Is Not Enough,Michael Apted,"United Kingdom, United States",1999,PG-13
s7017,Movie,The World Is Yours,Romain Gavras,France,2018,TV-MA
s7018,Movie,The World We Make,Brian Baugh,United States,2019,PG
s7019,TV Show,The World's Most Extraordinary Homes,,United Kingdom,2019,TV-G
s7020,Movie,The World's Most Wanted Animal,Victoria Bromley,United Kingdom,2018,TV-PG
s7021,TV Show,The Worst Witch,,"United Kingdom, Germany",2020,TV-G
s7022,Movie,The Worthy,Ali F. Mostafa,"United Arab Emirates, Romania",2016,TV-MA
s7023,TV Show,The Writer,,Lebanon,2019,TV-14
s7024,Movie,The Wrong Babysitter,George Mendeluk,Canada,2017,TV-14
s7025,Movie,The Wrong Missy,Tyler Spindel,United States,2020,TV-MA
s7026,TV Show,The Yard,,Turkey,2019,TV-MA
s7027,TV Show,The Year of Happiness and Love,,Taiwan,2009,TV-PG
s7028,Movie,The Young Messiah,Cyrus Nowrasteh,United States,2016,PG-13
s7029,Movie,The Young Offenders,Peter Foott,Ireland,2016,TV-MA
s7030,Movie,The Young Vagabond,Sze Yu Lau,Hong Kong,1985,TV-14
s7031,Movie,The Zoya Factor,Abhishek Sharma,India,2019,TV-14
s7032,Movie,Theater of Life,Peter Svatek,Canada,2016,TV-PG
s7033,Movie,Theeram,Saheed Arafath,India,2017,TV-14
s7034,Movie,Theeya Velai Seyyanum Kumaru,Sundar C.,India,2013,TV-PG
s7035,Movie,"Thelonious Monk: Straight, No Chaser",Charlotte Zwerin,United States,1988,PG-13
s7036,Movie,Then Came You,Peter Hutchings,United States,2019,TV-14
s7037,Movie,Theo Von: No Offense,John Asher,United States,2016,TV-MA
s7038,Movie,Theo Who Lived,David Shisgall,United States,2016,TV-14
s7039,Movie,There Will Be Blood,Paul Thomas Anderson,United States,2007,R
s7040,Movie,There's Something in the Water,"Ellen Page, Ian Daniel",Canada,2019,TV-14
s7041,Movie,They Are Everywhere,Yvan Attal,"France, Belgium",2016,TV-MA
s7042,TV Show,They've Gotta Have Us,Simon Frederick,United Kingdom,2018,TV-MA
s7043,Movie,They’ll Love Me When I’m Dead,Morgan Neville,United States,2018,TV-MA
s7044,Movie,Thi Mai,Patricia Ferreira,Spain,2017,TV-MA
s7045,Movie,Thiago Ventura: POKAS,"Fabio Ock, Joana Mazzucchelli",Brazil,2020,TV-MA
s7046,TV Show,Thieves of the Wood,,Belgium,2019,TV-MA
s7047,TV Show,ThirTEEN Terrors,,Thailand,2014,TV-14
s7048,Movie,This Earth of Mankind,Hanung Bramantyo,Indonesia,2019,TV-14
s7049,TV Show,This Evening,,Egypt,2017,TV-14
s7050,TV Show,This Is My Love,,South Korea,2015,TV-14
s7051,Movie,This Is Not What I Expected,Derek Hui,China,2017,TV-PG
s7052,Movie,This Was Tomorrow,Wim Bonte,Belgium,2015,NR
s7053,Movie,Thithi,Raam Reddy,"India, United States",2015,TV-MA
s7054,Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,Joey So,,2020,TV-Y
s7055,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,Joey So,,2020,TV-Y
s7056,Movie,Thomas & Friends: Thomas and the Royal Engine,Joey So,,2020,TV-Y
s7057,TV Show,Thomas and Friends,Greg Tiernan,United Kingdom,2020,TV-Y
s7058,Movie,Thong Dee Fun Khao,Bin Bunluerit,Thailand,2017,TV-MA
s7059,Movie,Thor: Ragnarok,Taika Waititi,United States,2017,PG-13
s7060,Movie,Thor: Tales of Asgard,Sam Liu,"United States, Canada",2011,TV-Y7
s7061,Movie,Thorne: Scaredy Cat,Benjamin Ross,United Kingdom,2010,NR
s7062,Movie,Thorne: Sleepyhead,Stephen Hopkins,"United Kingdom, Australia, Canada, United States",2010,NR
s7063,Movie,Thottappan,Shanavas K. Bavakutty,India,2019,TV-14
s7064,Movie,Three,Johnnie To,"Hong Kong, China",2016,TV-MA
s7065,TV Show,Three Days of Christmas,,Spain,2019,TV-MA
s7066,TV Show,Three Wives One Husband,,United Kingdom,2018,TV-14
s7067,Movie,Three Words to Forever,Cathy Garcia-Molina,Philippines,2018,TV-G
s7068,Movie,Three-Quarters Decent,Mohamed Hamdy,,2010,TV-14
s7069,Movie,Thriller,Dallas Jackson,United States,2018,TV-MA
s7070,Movie,Through My Father's Eyes: The Ronda Rousey Story,Gary Stretch,"Canada, United States",2019,R
s7071,Movie,Thug Life,Mukesh Vohra,India,2017,TV-14
s7072,Movie,Thumper,Jordan Ross,United States,2017,TV-MA
s7073,Movie,Thunderbolt,"William Wyler, John Sturges",United States,1947,TV-PG
s7074,TV Show,Tidelands,,Australia,2018,TV-MA
s7075,TV Show,Tidying Up with Marie Kondo,,United States,2019,TV-PG
s7076,TV Show,Tiempos de guerra,,Spain,2017,TV-MA
s7077,TV Show,Tientsin Mystic,,China,2017,TV-14
s7078,TV Show,Tiffany Haddish Presents: They Ready,,United States,2019,TV-MA
s7079,Movie,Tiffany Haddish: Black Mitzvah,Linda Mendoza,United States,2019,TV-MA
s7080,Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,Chris Robinson,United States,2017,TV-MA
s7081,Movie,Tig,"Kristina Goolsby, Ashley York",United States,2015,TV-14
s7082,Movie,Tig Notaro Happy To Be Here,Tig Notaro,United States,2018,TV-14
s7083,Movie,Tiger,Sartaj Singh Pannu,India,2016,TV-14
s7084,TV Show,"Tiger King: Murder, Mayhem and Madness","Eric Goode, Rebecca Chaiklin",United States,2020,TV-MA
s7085,Movie,Tigertail,Alan Yang,United States,2020,PG
s7086,TV Show,Tijuana,,Mexico,2019,TV-MA
s7087,Movie,Tik Tok,Li Jun,China,2016,TV-14
s7088,Movie,Tikli and Laxmi Bomb,Aditya Kripalani,India,2017,TV-MA
s7089,TV Show,Til Death Do Us Part,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee",Taiwan,2019,TV-MA
s7090,Movie,Tim Allen: Men Are Pigs,Ellen Brown,United States,1990,TV-MA
s7091,Movie,Tim Allen: ReWires America,,United States,1991,TV-MA
s7092,Movie,Tim Minchin And The Heritage Orchestra Live,Matt Askem,United Kingdom,2011,TV-MA
s7093,Movie,Tim Minchin: So F**king Rock,Matt Askem,United Kingdom,2008,TV-MA
s7094,Movie,Time Out,Rikhil Bahadur,India,2015,TV-14
s7095,Movie,Time Please,Sameer Vidwans,India,2013,TV-14
s7096,Movie,Time Share,Sebastián Hofmann,"Mexico, Netherlands",2018,TV-MA
s7097,Movie,Time to Hunt,Yoon Sung-hyun,South Korea,2020,TV-MA
s7098,Movie,Time Trap,"Mark Dennis, Ben Foster",United States,2017,TV-14
s7099,TV Show,Time: The Kalief Browder Story,,United States,2017,TV-MA
s7100,TV Show,Timeless Season,,,2009,TV-14
s7101,TV Show,Timeline,,,2014,TV-14
s7102,TV Show,Timmy Time,,United Kingdom,2010,TV-Y
s7103,Movie,Tini: The New Life of Violetta,Juan Pablo Buscarini,"Spain, Italy, Argentina",2016,G
s7104,Movie,Tinker Bell and the Legend of the NeverBeast,Steve Loter,United States,2014,G
s7105,Movie,Tinker',Sonny Marler,United States,2018,TV-14
s7106,TV Show,Tiny Creatures,,United States,2020,TV-PG
s7107,TV Show,Tiny House Nation,,United States,2019,TV-PG
s7108,TV Show,Tiny Pretty Things,,United States,2020,TV-MA
s7109,TV Show,Tip the Mouse,,"Germany, United States, Italy",2014,TV-Y
s7110,TV Show,Titipo Titipo,,,2018,TV-Y
s7111,TV Show,Tjovitjo,,South Africa,2017,TV-MA
s7112,Movie,To All the Boys I’ve Loved Before,Susan Johnson,United States,2018,TV-14
s7113,Movie,To All the Boys: P.S. I Still Love You,Michael Fimognari,United States,2020,TV-14
s7114,Movie,To and From New York,Sorin Dan Mihalcescu,United States,2006,TV-MA
s7115,Movie,To Be a Miss,"Edward Ellis, Flor Salcedo, Aaron Woolf","United States, Venezuela",2016,TV-14
s7116,Movie,To Be of Service,Josh Aronson,United States,2019,TV-MA
s7117,Movie,"To Each, Her Own",Myriam Aziza,France,2018,TV-MA
s7118,Movie,To the Bone,Marti Noxon,United States,2017,TV-MA
s7119,TV Show,To the Lake,Pavel Kostomarov,Russia,2020,TV-MA
s7120,Movie,"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,United States,1995,PG-13
s7121,TV Show,Toast of London,Michael Cumming,United Kingdom,2015,TV-MA
s7122,TV Show,Tobot,,Canada,2018,TV-Y7
s7123,Movie,Toc Toc,Vicente Villanueva,Spain,2017,TV-MA
s7124,Movie,Todd Barry: Spicy Honey,Jay Chapman,United States,2017,TV-MA
s7125,Movie,Todd Glass: Act Happy,Scott Moran,United States,2018,TV-MA
s7126,Movie,Todd Glass: Stand-Up Special,Jay Chapman,United States,2012,TV-MA
s7127,Movie,Todo lo que sería Lucas Lauriente,"Raúl Campos, Jan Suter",Argentina,2018,TV-MA
s7128,Movie,Todo Sobre El Asado,"Mariano Cohn, Gastón Duprat",Argentina,2016,TV-MA
s7129,TV Show,Together,,Singapore,2009,TV-14
s7130,Movie,Together For Eternity,Sooraj R. Barjatya,India,1999,TV-G
s7131,Movie,Toilet: Ek Prem Katha,Shree Narayan Singh,India,2017,TV-14
s7132,Movie,Tokyo Idols,Kyoko Miyake,"United Kingdom, Canada, Japan",2017,TV-14
s7133,TV Show,Tokyo Trial,,"Canada, Japan, Netherlands",2017,TV-MA
s7134,Movie,Toll Booth,Tolga Karaçelik,Turkey,2010,TV-MA
s7135,Movie,Tom and Jerry: The Magic Ring,Phil Roman,,2001,TV-Y7
s7136,Movie,Tom Papa Live in New York City,Rob Zombie,United States,2011,TV-14
s7137,Movie,Tom Papa: You're Doing Great!,Gregory Jacobs,United States,2020,TV-14
s7138,Movie,Tom Segura: Ball Hog,Rami Hachache,United States,2020,TV-MA
s7139,Movie,Tom Segura: Completely Normal,Jay Chapman,United States,2014,TV-MA
s7140,Movie,Tom Segura: Disgraceful,Jay Karas,United States,2018,TV-MA
s7141,Movie,Tom Segura: Mostly Stories,Jay Karas,United States,2016,TV-MA
s7142,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",,,2016,TV-MA
s7143,Movie,Tomorrow Never Dies,Roger Spottiswoode,"United Kingdom, United States",1997,PG-13
s7144,TV Show,Tomorrow with You,,South Korea,2017,TV-14
s7145,TV Show,Tong: Memories,,South Korea,2016,TV-MA
s7146,Movie,Tony Parker: The Final Shot,Florent Bodin,France,2020,TV-14
s7147,Movie,Tony Robbins: I Am Not Your Guru,Joe Berlinger,United States,2016,TV-MA
s7148,Movie,Too Handsome to Handle,Sabrina Rochelle Kalangie,Indonesia,2019,TV-14
s7149,TV Show,Too Hot to Handle,,United States,2020,TV-MA
s7150,Movie,Too Young the Hero,Buzz Kulik,United States,1988,TV-MA
s7151,TV Show,Toon,,Netherlands,2017,TV-MA
s7152,Movie,Tootsies & The Fake,Kittiphak Thonguam,Thailand,2019,TV-MA
s7153,TV Show,Top 10 Secrets and Mysteries,,"United Kingdom, United States, Czech Republic",2018,TV-14
s7154,TV Show,Top Boy,,,2019,TV-MA
s7155,TV Show,Top Grier,,United States,2018,TV-MA
s7156,Movie,Tope: The Bait,Buddhadev Dasgupta,India,2016,TV-14
s7157,TV Show,Toradora!,,Japan,2008,TV-14
s7158,Movie,Torbaaz,Girish Malik,India,2020,TV-MA
s7159,Movie,Toro,Kike Maíllo,Spain,2016,TV-MA
s7160,Movie,Tortilla Soup,Maria Ripoll,United States,2001,PG-13
s7161,TV Show,Total Drama,,"Canada, United States, France",2015,TV-PG
s7162,Movie,Total Frat Movie,Warren P. Sonoda,United States,2016,NR
s7163,Movie,Total Recall,Paul Verhoeven,"United States, Mexico",1990,R
s7164,Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,India,2018,TV-MA
s7165,TV Show,Towies,,,2016,TV-MA
s7166,TV Show,Toy Boy,,Spain,2019,TV-MA
s7167,Movie,Tracers,Daniel Benmayor,United States,2015,PG-13
s7168,Movie,Tracy Morgan: Staying Alive,Ryan Polito,United States,2017,TV-MA
s7169,Movie,Traffic Signal,Madhur Bhandarkar,India,2007,TV-MA
s7170,TV Show,Trailer Park Boys,,Canada,2018,TV-MA
s7171,Movie,Trailer Park Boys Live at the North Pole,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,2014,TV-MA
s7172,Movie,Trailer Park Boys Live In F**kin' Dublin,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,2014,TV-MA
s7173,Movie,Trailer Park Boys: Countdown to Liquor Day,Mike Clattenburg,Canada,2009,R
s7174,Movie,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin","Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",Canada,2015,TV-MA
s7175,TV Show,Trailer Park Boys: Out of the Park: Europe,,Canada,2016,TV-MA
s7176,TV Show,Trailer Park Boys: Out of the Park: USA,,,2017,TV-MA
s7177,Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,Canada,2008,TV-MA
s7178,TV Show,Trailer Park Boys: The Animated Series,"Norm Hiscock, Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",Canada,2020,TV-MA
s7179,Movie,Trailer Park Boys: The Movie,Mike Clattenburg,Canada,2006,R
s7180,Movie,Trailer Park Boys: Xmas Special,Mike Clattenburg,Canada,2004,TV-MA
s7181,Movie,Train of the Dead,Sukum Maetawanitch,Thailand,2007,TV-MA
s7182,Movie,Train to Busan,Sang-ho Yeon,South Korea,2016,TV-MA
s7183,Movie,Trainspotting,Danny Boyle,United Kingdom,1996,R
s7184,Movie,Traitor,Jeffrey Nachmanoff,United States,2008,PG-13
s7185,TV Show,Traitors,,United Kingdom,2019,TV-MA
s7186,Movie,Tramps,Adam Leon,United States,2017,TV-MA
s7187,Movie,Transcendence,Wally Pfister,"United Kingdom, China, United States",2014,PG-13
s7188,TV Show,Transfers,,"France, Belgium",2017,TV-MA
s7189,Movie,Transformer,Michael Del Monte,Canada,2017,TV-MA
s7190,TV Show,Transformers Prime,,United States,2013,TV-Y7
s7191,TV Show,Transformers Rescue Bots Academy,,United States,2020,TV-Y
s7192,TV Show,Transformers: Cyberverse,,,2020,TV-Y7
s7193,TV Show,Transformers: Rescue Bots,,"Canada, United States",2016,TV-Y7
s7194,TV Show,Transformers: Robots in Disguise,,United States,2016,TV-Y7
s7195,TV Show,Transformers: War For Cybertron Trilogy,,United States,2020,TV-14
s7196,TV Show,Transformers: War for Cybertron: Earthrise,,,2020,TV-Y7
s7197,Movie,Trash,Stephen Daldry,"United Kingdom, Brazil, Germany",2014,R
s7198,Movie,Trash Fire,Richard Bates Jr.,United States,2016,R
s7199,TV Show,Trash Truck,,,2020,TV-Y
s7200,Movie,Travel Mates 2,Bedran Güzel,Turkey,2018,TV-MA
s7201,TV Show,Travelers,,"Canada, United States",2018,TV-MA
s7202,Movie,Travis Scott: Look Mom I Can Fly,White Trash Tyler,United States,2019,TV-MA
s7203,Movie,Tread,Paul Solet,United States,2019,TV-MA
s7204,Movie,Treasures from the Wreck of the Unbelievable,Sam Hobkinson,United Kingdom,2017,TV-G
s7205,TV Show,Tree House Tales,,,2019,TV-Y
s7206,Movie,Tree Man,"Jon Reiner, Brad Rothschild",Canada,2015,TV-PG
s7207,TV Show,Treehouse Detectives,,"South Korea, United States",2018,TV-Y
s7208,Movie,Tremors,Ron Underwood,United States,1990,PG-13
s7209,Movie,Tremors 2: Aftershocks,S.S. Wilson,,1995,PG-13
s7210,Movie,Tremors 3: Back to Perfection,Brent Maddock,United States,2001,PG
s7211,Movie,Tremors 4: The Legend Begins,S.S. Wilson,United States,2004,PG-13
s7212,Movie,Tremors 5:  Bloodline,Don Michael Paul,"South Africa, United States",2015,PG-13
s7213,Movie,Tremors 6: A Cold Day in Hell,Don Michael Paul,"United States, South Africa",2018,PG-13
s7214,Movie,Tremors: Shrieker Island,Don Michael Paul,United States,2020,PG-13
s7215,Movie,Trespass Against Us,Adam Smith,United Kingdom,2016,R
s7216,Movie,Trevor Noah: Afraid of the Dark,David Paul Meyer,United States,2017,TV-14
s7217,Movie,Trevor Noah: Son of Patricia,David Paul Meyer,United States,2018,TV-MA
s7218,TV Show,Triad Princess,,,2019,TV-MA
s7219,TV Show,Trial 4,,United States,2020,TV-MA
s7220,TV Show,Trial By Media,,United States,2020,TV-MA
s7221,Movie,Tribhanga - Tedhi Medhi Crazy,Renuka Shahane,,2021,TV-MA
s7222,TV Show,Trigger Warning with Killer Mike,,,2019,TV-MA
s7223,Movie,"Trikal (Past, Present, Future)",Shyam Benegal,India,1985,TV-14
s7224,Movie,Trimurti,Mukul Anand,India,1995,TV-PG
s7225,TV Show,Trinkets,,United States,2020,TV-MA
s7226,TV Show,Trio and a Bed,,,2016,TV-PG
s7227,Movie,Trip to Bhangarh: Asia's Most Haunted Place,Jitender Pawar,India,2014,TV-MA
s7228,Movie,Triple 9,John Hillcoat,United States,2016,R
s7229,Movie,Triple Frontier,J.C. Chandor,United States,2019,R
s7230,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson","Thailand, China, United States",2019,R
s7231,Movie,Triumph of the Heart,Richard Michaels,United States,1991,TV-PG
s7232,Movie,Trixie Mattel: Moving Parts,Nicholas Zeig-Owens,United States,2019,TV-MA
s7233,TV Show,Trollhunters,,"United States, Mexico",2018,TV-Y7
s7234,Movie,Trolls Holiday Special,Joel Crawford,United States,2017,TV-Y7
s7235,TV Show,Trolls: The Beat Goes On!,,United States,2019,TV-Y7
s7236,Movie,Trophy,"Shaul Schwarz, Christina Clusiau","United Kingdom, Namibia, South Africa, Zimbabwe, United States",2017,TV-MA
s7237,TV Show,Trotro,,France,2004,TV-Y
s7238,TV Show,Trotsky,,Russia,2017,TV-MA
s7239,TV Show,Troy,,"United Kingdom, South Africa, Australia, United States",2018,TV-MA
s7240,Movie,Troy: The Odyssey,Tekin Girgin,United States,2017,TV-MA
s7241,Movie,Truckbhar Swapna,Pramod Pawar,India,2018,TV-14
s7242,TV Show,True and the Rainbow Kingdom,,"United States, Canada",2019,TV-Y
s7243,Movie,True Grit,Henry Hathaway,United States,1969,G
s7244,Movie,True Memoirs of an International Assassin,Jeff Wadlow,United States,2016,TV-14
s7245,Movie,True to the Game,Preston A. Whitmore II,United States,2017,R
s7246,TV Show,True Tunes,,,2019,TV-Y
s7247,Movie,True: Friendship Day,"Mark Thornton, Todd Kauffman",Canada,2020,TV-Y
s7248,Movie,True: Grabbleapple Harvest,,Canada,2019,TV-Y
s7249,Movie,True: Happy Hearts Day,,"United States, Canada",2019,TV-Y
s7250,TV Show,True: Magical Friends,,,2018,TV-Y
s7251,Movie,True: Rainbow Rescue,,Canada,2020,TV-Y
s7252,TV Show,True: Terrific Tales,,Canada,2020,TV-Y
s7253,Movie,True: Tricky Treat Day,,Canada,2019,TV-Y
s7254,Movie,True: Winter Wishes,,,2019,TV-Y
s7255,TV Show,True: Wonderful Wishes,,,2018,TV-Y
s7256,Movie,True: Wuzzle Wegg Day,"Todd Kauffman, Mark Thornton",Canada,2020,TV-Y
s7257,Movie,Trumbo,Jay Roach,United States,2015,R
s7258,TV Show,Trump: An American Dream,,United Kingdom,2018,TV-14
s7259,Movie,Truth or Dare,Nick Simon,United States,2017,TV-MA
s7260,Movie,Tu Hai Mera Sunday,Milind Dhaimade,India,2016,TV-14
s7261,TV Show,Tuca & Bertie,,United States,2019,TV-MA
s7262,Movie,Tucker and Dale vs. Evil,Eli Craig,"Canada, United States, India, United Kingdom",2010,R
s7263,Movie,Tukaram,Chandrakant Kulkarni,India,2012,TV-PG
s7264,Movie,Tum Milo Toh Sahi,Kabir Sadanand,India,2010,TV-14
s7265,Movie,Tumi or not Tumi,Mfanelo Ngoma,,2020,TV-MA
s7266,Movie,TUNA GIRL,Mana Yasuda,Japan,2019,TV-PG
s7267,TV Show,Tundukkan Playboy Itu,,,2016,TV-PG
s7268,Movie,Tune in for Love,Jung Ji-woo,South Korea,2019,TV-MA
s7269,Movie,Tunisian Victory,"Frank Capra, John Huston, Hugh Stewart, Roy Boulting, Anthony Veiller","United States, United Kingdom",1944,TV-14
s7270,TV Show,Tunnel,,,2019,TV-14
s7271,Movie,Turbo,David Soren,United States,2013,PG
